word,machine,human,label,emotion_intensity_score
incubus,incubus,mmụọ ọjọọ,disgust,0.586
xanax,xanax,zenaksi,fear,0.391
hilarious,dị egwu,dị egwu,joy,0.672
cocaine,cocaine,kokanị,sadness,0.218
dove,nduru,nduru,anticipation,0.328
plump,dị mma,dị mma,anticipation,0.359
terrific,dị egwu,dị egwu,sadness,0.125
irks,irks,iwe,anger,0.606
fitness,mgbatị ahụ,mgbatị ahụ,joy,0.312
turbulent,n'ọgba aghara,n'ọgba aghara,fear,0.625
omniscient,onye maara ihe,onye maara ihe,trust,0.531
grasping,ijide,ijide,anticipation,0.555
vigil,vigil,nche abali,anticipation,0.398
resistance,nguzogide,nguzogide,trust,0.297
havoc,mbibi,mbibi,anger,0.641
recognizable,nke a na -amata,nke a na -amata,anticipation,0.422
condemnation,ikpe,ikpe,sadness,0.754
consult,nyocha,nyocha,trust,0.57
lifeless,adịghị ndụ,adịghị ndụ,sadness,0.797
scientist,ọkà mmụta sayensị,ọkà mmụta sayensị,anticipation,0.383
sordid,siri ike,siri ike,fear,0.425
knell,ikpere,ikpere,sadness,0.275
hiking,hiking,sinoo,joy,0.283
disappointment,ndakpọ olileanya,ndakpọ olileanya,disgust,0.297
captivity,ndọrọ n'agha,ndọrọ n'agha,sadness,0.594
gladiator,gladiator,onye n'akụ ọkpọ,fear,0.328
succeed,gaa nke ọma,gaa nke ọma,surprise,0.375
infidel,onye ekweghi ekwe,onye ekweghi ekwe,disgust,0.602
savagery,anụ ọhịa,ịgba ajọ,anger,0.915
fairly,ziri ezi,ziri ezi,trust,0.594
satisfied,rijuru afọ,rijuru afọ,joy,0.5
raindrops,mmiri ozuzo,mmiri ozuzo,joy,0.212
fun,ọchị,ọchị,joy,0.788
hospital,ụlọ ọgwụ,ụlọ ọgwụ,fear,0.484
aloha,ndewo,ndewo,anticipation,0.438
compensate,kwụọ ụgwọ,kwụọ ụgwọ,anticipation,0.516
obey,rube isi,rube isi,trust,0.578
scary,egwu,egwu,fear,0.766
rabble,rabble,ọgba aghara,anger,0.394
leery,leery,ụjọ,surprise,0.469
disappoint,ndakpọ olileanya,ndakpọ olileanya,disgust,0.383
chubby,obi mgbawa,obi mgbawa,trust,0.273
triumphant,mmeri,mmeri,joy,0.907
murderous,na -egbu ọchụ,na -egbu ọchụ,disgust,0.789
happiness,obi uto,obi ụtọ,joy,0.984
underpaid,akwụghị ụgwọ,akwụghị ụgwọ,anger,0.152
hype,hype,egbeokwu,anticipation,0.641
diary,akwụkwọ edetu,akwụkwọ edetu,joy,0.25
interview,ajụjụ ọnụ,ajụjụ ọnụ,fear,0.18
crowning,okpueze,okpueze,surprise,0.383
pleasant,obi uto,obi ụtọ,trust,0.562
synergistic,synergistic,omume mmadụ,trust,0.453
obliging,na -akwụ ụgwọ,na -akwụ ụgwọ,anticipation,0.398
shoulder,ubu,ubu,trust,0.336
prick,prick,prik,surprise,0.484
fitting,dabara adaba,dabara adaba,anticipation,0.445
wince,mmanya,mmanya,disgust,0.281
leisure,oge ntụrụndụ,oge ntụrụndụ,joy,0.515
swim,igwu mmiri,igwu mmiri,fear,0.125
ruin,mbibi,mbibi,fear,0.725
stages,nkebi,nkebi,trust,0.391
attempt,mbo,mnwale,anticipation,0.562
conservation,nchekwa,nchekwa,trust,0.586
antagonistic,na -emegide,na -emegide,disgust,0.477
muddy,apịtị,apịtị,disgust,0.461
wounded,merụrụ ahụ,merụrụ ahụ,fear,0.592
scorpion,akpị,akpị,anger,0.333
journeyman,onye njem,onye njem,trust,0.453
autocorrect,nrụzi,nrụzi,anger,0.015
insult,mkparị,mkparị,sadness,0.484
liking,na -amasị,na -amasị,joy,0.562
fancy,fancy,atọm ụtọ,anticipation,0.32
sabotage,sabotage,sabotaji,fear,0.703
bummer,na -eme mkpọtụ,na -eme mkpọtụ,sadness,0.439
incontinence,ekweghị ekwe,ekweghị ekwe,surprise,0.391
mistletoe,mistletoe,osisi,joy,0.547
coward,onye ụjọ,onye ụjọ,fear,0.578
fatality,onwu,onwu,fear,0.906
feudalism,feudalism,fudelizim,anger,0.47
contemplate,tụgharịa uche,tụgharịa uche,anticipation,0.477
lagging,na -egbu oge,na -egbu oge,sadness,0.344
playhouse,ụlọ ahịa,ụlọ ejije,joy,0.312
chaos,ogbaaghara,ogbaaghara,fear,0.839
awareness,mmata,mmata,trust,0.609
ahhh,ahuhu,ahh,fear,0.125
foresee,buru amụma,buru amụma,surprise,0.18
brutal,obi ojoo,obi ọjọọ,fear,0.828
fit,dabara,dabara,joy,0.25
cheered,mkpori ndụ,mkpori ndụ,joy,0.773
nostalgia,agụụ agụụ,agụụ agụụ,sadness,0.312
excel,kacha mma,kacha mma,joy,0.5
heartfelt,sitere n'obi,sitere n'obi,joy,0.719
regularity,mgbe nile,mgbe nile,anticipation,0.32
nobodycares,ọ dịghị onye na -elekọta,ọ dịghị onye na -elekọta,anger,0.5
auditions,nyocha,nyocha,fear,0.266
murderous,na -egbu ọchụ,na -egbu ọchụ,surprise,0.625
hunting,ịchụ nta,ịchụ nta,joy,0.109
aftermath,sochiri,sochiri,anger,0.359
blues,blues,anụnụ anụnụ,sadness,0.438
rampage,mwakpo,mwakpo,fear,0.781
scorpion,akpị,akpị,fear,0.547
bogus,ụgha,adigboroja,anger,0.273
mimicry,na -eicomi,ịnyomi,surprise,0.266
connoisseur,onye maara ihe,onye maara ihe,joy,0.333
overthinker,onye echiche,onye echiche,fear,0.153
aggravating,na -akawanye njọ,na -akawanye njọ,anger,0.75
blissful,obi ụtọ,obi ụtọ,joy,0.879
pissed,were iwe,iwe,anger,0.894
betray,arara nye,arara nye,anger,0.625
wimpy,wimpy,adịghị ike,anger,0.14
convince,kwenye,kwenye,anticipation,0.367
attacking,na -awakpo,na -awakpo,fear,0.859
ashes,ntụ,ntụ,sadness,0.377
hymn,ukwe,ukwe,joy,0.375
aspire,chọsie ike,chọsie ike,trust,0.492
shutit,mechie,mechie,anger,0.578
delay,igbu oge,igbu oge,anger,0.197
altercation,esemokwu,esemokwu,anger,0.729
unjustifiable,enweghi ezi omume,enweghi ezi omume,disgust,0.461
toocold,obi tara mmiri,juru oke oyi,sadness,0.297
clouds,urukpuru,urukpuru,sadness,0.125
scripture,akụkụ Akwụkwọ Nsọ,akụkụ Akwụkwọ Nsọ,joy,0.196
punching,ịkụ ọkpọ,ịkụ ọkpọ,anger,0.803
stripped,yipụ,yipụ,anger,0.344
reckless,akpachapụghị anya,akpachapụghị anya,fear,0.344
messenger,onye ozi,onye ozi,trust,0.391
peacefully,n'udo,n'udo,joy,0.594
incurable,enweghi ngwọta,enweghi ngwọta,anger,0.379
priesthood,ọkwa nchụ -aja,ọkwa nchụ -aja,sadness,0.109
greeted,kelere,kelere,joy,0.516
offensive,mkpasu iwe,mkpasu iwe,disgust,0.578
jarring,na -egwu egwu,na -egwu egwu,fear,0.531
yay,yai,yai,joy,0.712
claimant,onye na -azọrọ,onye na -azọrọ,anger,0.182
mind,uche,uche,disgust,0.086
ill,na -arịa ọrịa,na -arịa ọrịa,disgust,0.492
busted,gbawara,gbawara,fear,0.516
prognostic,amumahu,amụmahụ,anticipation,0.523
confidence,obi ike,obi ike,joy,0.547
concealment,nzuzo,nzuzo,anger,0.424
rhythmical,ụda,ụda,joy,0.394
strategist,onye echiche,onye echiche,trust,0.453
underestimate,eleda anya,eleda anya,surprise,0.484
squeamish,na -ama jijiji,na -ama jijiji,disgust,0.578
treat,emeso,emeso,surprise,0.312
healing,ọgwụgwọ,ọgwụgwọ,sadness,0.234
preposterous,ihe efu,ihe efu,anger,0.547
condemn,maa ikpe,maa ikpe,anger,0.825
cacophony,cacophony,adịghị n'otu,anger,0.406
dangerously,dị ize ndụ,dị ize ndụ,fear,0.766
mosquito,anwụnta,anwụnta,anger,0.219
godly,nke Chukwu,nke Chukwu,trust,0.586
placard,kaadị,kaadị,surprise,0.227
incendiary,na -agba ọkụ,na -agba ọkụ,fear,0.625
paralysis,mkpọnwụ,mkpọnwụ,sadness,0.719
powerless,enweghi ike,enweghi ike,anger,0.203
graduation,ngụsị akwụkwọ,ngụsị akwụkwọ,surprise,0.18
tantrum,iwe iwe,iwe iwe,anger,0.682
wimp,wimp,ọkụkọ,disgust,0.367
patience,ndidi,ndidi,trust,0.555
transcendence,karịrị akarị,karịrị akarị,anticipation,0.578
disrespectful,enweghị nkwanye ùgwù,enweghị nkwanye ùgwù,fear,0.343
attest,gbaa akaebe,gbaa akaebe,trust,0.586
offset,dechapụ,dechapụ,anticipation,0.359
fortune,uba,uba,surprise,0.477
perfect,zuru oke,zuru oke,joy,0.719
symmetry,symmetry,simetri,joy,0.197
stubbed,stubbed,ibechapụ,anger,0.455
mislead,duhie,duhie,fear,0.297
committee,kọmitii,kọmitii,trust,0.516
agape,agape,ihunanya,anticipation,0.547
punishing,na -ata ahụhụ,na -ata ahụhụ,sadness,0.703
carnage,ogbugbu,ogbugbu,sadness,0.833
thief,onye ohi,onye ohi,anger,0.561
derogation,nlelị,nlelị,sadness,0.491
friend,enyi,enyi,joy,0.471
conflict,esemokwu,esemokwu,sadness,0.469
blob,blob,ntụpọ,disgust,0.508
salute,ikele,ikele,trust,0.492
delicious,ụtọ,ụtọ,joy,0.579
twofaced,ihu abụọ,ihu abụọ,anger,0.531
intelligent,onye nwere ọgụgụ isi,onye nwere ọgụgụ isi,trust,0.672
remains,foduru,fọdụrụ,fear,0.281
dealings,mmekorita,mmekọrịta,trust,0.422
xenophobia,xenophobia,egwu ndi ọbịa,fear,0.656
eradication,mkpochapu,mkpochapụ,anger,0.685
scream,tie mkpu,tie mkpu,surprise,0.719
shock,ujo,ujo,surprise,0.844
church,ụka,ụka,trust,0.492
proficiency,nka,nka,trust,0.656
invite,kpọọ,kpọọ,anticipation,0.57
scarcity,ụkọ,ụkọ,anger,0.35
tragedy,ọdachi,ọdachi,sadness,0.906
grace,amara,amara,joy,0.576
odious,jọgburu onwe ya,jọgburu onwe ya,disgust,0.555
anger,iwe,iwe,anger,0.811
communism,komunizim,komunizim,sadness,0.25
contemplation,ịtụgharị uche,ịtụgharị uche,anticipation,0.508
noxious,egwu,egwu,fear,0.547
overpriced,dị oke ọnụ,dị oke ọnụ,disgust,0.312
companion,ibe,ibe,trust,0.75
perish,laa n'iyi,laa n'iyi,fear,0.784
thelife,ndụ,ndụ,joy,0.578
infuriate,iwe iwe,ịkpasu iwe,anger,0.844
wondrous,dị ebube,dị ebube,surprise,0.586
manslaughter,igbu mmadu,igbu mmadu,surprise,0.719
rabble,rabble,ọgba aghara,fear,0.484
cataract,cataract,ọrịa anya,fear,0.25
disapointment,nkwenye,mmechuihu,anger,0.29
grandchildren,ụmụ ụmụ,ụmụ ụmụ,trust,0.492
contraband,iwu iwu,iwu iwu,fear,0.464
merchandise,ngwa ahia,ngwa ahia,trust,0.398
prediction,amụma,amụma,anticipation,0.695
aaaah,ahuhu,ahuhu,fear,0.234
disparity,ndiiche,ndiiche,anger,0.547
capslock,igodo nnukwu mkpụrụedemede,igodo nnukwu mkpụrụedemede,anger,0.242
forlorn,ike,ike,sadness,0.625
escalate,mụbaa,mụbaa,anger,0.569
authorize,nye ikike,nye ikike,trust,0.633
paragon,paragon,paragọnụ,trust,0.523
perilous,dị egwu,dị egwu,anticipation,0.477
ghetto,ghetto,ole,disgust,0.609
recesses,ezumike,ezumike,fear,0.203
impossible,agaghị ekwe omume,agaghị ekwe omume,sadness,0.5
soothing,dị jụụ,dị jụụ,joy,0.531
unwavering,adịghị ada ada,adịghị ada ada,trust,0.672
exigent,exigent,ọsọsọ,surprise,0.492
rheumatism,rheumatism,agba ikpere,anger,0.156
fermentation,gbaa ụka,gbaa ụka,anticipation,0.516
dole,dole,ire ihe,sadness,0.219
kite,egbe,egbe,disgust,0.055
luxurious,okomoko,okomoko,joy,0.734
monstrous,egwu,egwu,surprise,0.68
litigate,ịgba akwụkwọ,ịgba akwụkwọ,anticipation,0.5
interested,nwere mmasị,nwere mmasị,disgust,0.078
destiny,akara aka,akara aka,anticipation,0.633
goals,ihe mgbaru ọsọ,mbunuche,joy,0.469
reporter,onye nta akụkọ,onye nta akụkọ,trust,0.414
forefathers,ndị nna nna,ndị nna nna,joy,0.188
epidemic,ntiwapụ ọrịa,ntiwapụ ọrịa,sadness,0.688
trashy,ihe mkpofu,ihe mkpofu,disgust,0.648
stomped,zọọrọ,zọọrọ,anger,0.557
visor,visor,keokpu,surprise,0.156
inferno,inferno,ọkụ mmụọ,anger,0.594
veal,anụ nwa ehi,anụ nwa ehi,trust,0.312
carols,egwu,egwu,joy,0.424
indescribable,enweghị nkọwa,enweghị nkọwa,surprise,0.641
accident,ihe mberede,ihe mberede,surprise,0.75
worship,ofufe,ofufe,fear,0.172
unverified,ekwuputaghi,enyochaghị,anticipation,0.43
wet,mmiri mmiri,mmiri mmiri,sadness,0.078
misbehavior,akparamagwa,akparamagwa,anger,0.351
youth,ntorobịa,ntorobịa,joy,0.375
treacherous,onye aghụghọ,onye aghụghọ,anger,0.779
moan,ịkwa ákwá,ịkwa ákwá,sadness,0.484
sensual,ihe mmasi,ihe mmasi,joy,0.576
decry,decry,ikpe,anger,0.548
dream,nrọ,nrọ,joy,0.484
gradschool,ụlọ akwụkwọ sekọndrị,ụlọ akwụkwọ sekọndrị,fear,0.062
shameless,ihere,ihere,disgust,0.43
disapprove,ajụghị,ajụghị,anger,0.364
flatter,okwu ire ụtọ,okwu ire ụtọ,trust,0.297
sorrow,iru uju,iru uju,sadness,0.844
obtainable,inweta,inweta,joy,0.156
cardiomyopathy,cardiomyopathy,kadiomayopati,fear,0.594
faithful,kwesiri ntukwasi obi,kwesiri ntukwasi obi,joy,0.529
enmity,iro,iro,anger,0.51
pest,pesti,arụrụ,anger,0.348
contagious,na efe efe,na efe efe,fear,0.72
criticise,nkatọ,nkatọ,sadness,0.453
advance,ọganihu,ọganihu,surprise,0.375
plagiarism,ịkwa iko,izu ihe,disgust,0.383
coffin,akpati ozu,akpati ozu,fear,0.684
liking,na -amasị,na -amasị,trust,0.609
slander,nkwutọ,nkwutọ,anger,0.562
cretins,cretins,onye iberibe,anger,0.516
calls,oku,oku,trust,0.359
deranged,mebiri,mebiri,fear,0.703
pact,nkwekọrịta,nkwekọrịta,trust,0.695
subordinate,nọ n'okpuru,nọ n'okpuru,fear,0.328
smash,gbajie,gbajie,fear,0.656
belittle,iweda ala,iweda ala,sadness,0.672
alienation,nkewa,nkewa,disgust,0.375
strike,tie ihe,tie ihe,surprise,0.695
fuss,ọgba aghara,ọgba aghara,sadness,0.359
coldsweat,akpịrị oyi,akpịrị oyi,fear,0.438
vote,votu,votu,sadness,0.031
rabid,enweghị isi,enweghị isi,anticipation,0.438
usual,nkịtị,nkịtị,trust,0.445
completing,na -emecha,na -emecha,joy,0.406
parting,nkewa,nkewa,sadness,0.375
perversion,gbagọrọ agbagọ,gbagọrọ agbagọ,sadness,0.469
patter,patter,ifesa,anger,0.258
convent,ebe obibi ndị nọn,ebe obibi ndị nọn,trust,0.547
anarchy,ogba aghara,ogba aghara,anger,0.636
wicked,ihe ojoo,ihe ọjọọ,fear,0.625
surprised,anya,iju anya,surprise,0.867
consecration,nraranye,ime ihe nsọ,anticipation,0.352
huff,gbuo,gbuo,anger,0.469
vulgarity,omume rụrụ arụ,omume rụrụ arụ,sadness,0.453
cozy,mma,mma,joy,0.583
divided,kewara,kewara,sadness,0.172
omen,omenala,mgbaama,anticipation,0.57
tool,ngwá ọrụ,ngwá ọrụ,anger,0.219
account,akaụntụ,akaụntụ,trust,0.523
penal,ntaramahụhụ,ntaramahụhụ,sadness,0.469
wail,tie mkpu,tie mkpu,fear,0.453
tetanus,tetanus,ọgwụ nje,disgust,0.617
ministry,ozi,ozi,joy,0.266
cobra,azu,agwọ,fear,0.703
classical,oge gboo,klassikal,joy,0.106
smile,ọchị,ọchị,trust,0.578
flop,flop,ịda,disgust,0.289
guillotine,guillotine,ilu,sadness,0.446
latent,zoro ezo,zoro ezo,surprise,0.156
incrimination,mkpasu iwe,ụta,fear,0.562
entertained,ọbịa,ile ọbịa,joy,0.7
holocaust,Oké mgbukpọ,Oké mgbukpọ,disgust,0.852
perdition,mbibi,mbibi,disgust,0.461
thief,onye ohi,onye ohi,disgust,0.547
anathema,anathema,antemeta,fear,0.422
unholy,adịghị ọcha,adịghị ọcha,fear,0.575
poverty,ịda ogbenye,ịda ogbenye,anger,0.312
rook,rook,igu wayo,disgust,0.242
optimism,nchekwube,nchekwube,surprise,0.336
bureaucrat,bureaucrat,ndị ọrụ gọọvmentị,disgust,0.266
banish,chụpụ,chụpụ,sadness,0.697
mamma,mma,mma,trust,0.641
experiment,nnwale,nnwale,surprise,0.414
structural,nhazi,nhazi,trust,0.578
celebrity,onye ama ama,onye ama ama,joy,0.342
hate,ịkpọasị,ịkpọasị,sadness,0.656
ravenous,ravenous,ịnọ agụụ,fear,0.484
excellence,kacha mma,kacha mma,joy,0.818
dismal,dị njọ,dị njọ,sadness,0.562
contagion,na -efe efe,na -efe efe,fear,0.688
obstructive,ihe mgbochi,ihe mgbochi,anger,0.542
planning,atụmatụ,atụmatụ,trust,0.617
home,ulo,ụlọ,joy,0.559
perturbation,mgbagwoju anya,mgbagwoju anya,fear,0.641
embarrassment,ihere,ihere,sadness,0.531
simplify,mee ka ọ dị mfe,mee ka ọ dị mfe,trust,0.43
frolic,gbagọrọ agbagọ,igwu egwu,joy,0.748
troll,troll,gbaa gburugburu,anger,0.279
purification,ịdị ọcha,ịdị ọcha,trust,0.609
expedition,njem,njem,anticipation,0.641
thang,ekele,íhé,trust,0.156
deplore,inwe mwute,inwe mwute,disgust,0.461
playful,igwuri egwu,igwuri egwu,surprise,0.266
prick,prick,mmetọ,anger,0.835
soulful,mkpụrụ obi,mkpụrụ obi,joy,0.5
breakingnews,agbasa akụkọ,agbasa akụkọ,fear,0.25
unlucky,kechioma,enweghị chiọma,sadness,0.516
subsidy,enyemaka,enyemaka,anger,0.141
unbridled,na -achịkwaghị achịkwa,na -achịkwaghị achịkwa,anticipation,0.5
truce,ngwu,ngwu,trust,0.617
haughty,mpako,mpako,anger,0.456
sue,gbaa akwụkwọ,gbaa akwụkwọ,anger,0.394
deflate,fesa,fesa,anger,0.312
criminality,mpụ,mpụ,anger,0.578
hell,hell,ọkụ mmụọ,anger,0.853
unaccountable,enweghị akaụntụ,enweghị nkọwa,trust,0.172
remiss,gbaghara,nsogbu,anger,0.397
lockup,mkpọchi,mkpọchi,fear,0.453
enlightenment,ihe ọmụma,ihe ọmụma,joy,0.609
hardened,obi tara mmiri,obi tara mmiri,fear,0.391
defy,nlelị,nlelị,surprise,0.602
grumpy,mkpasu iwe,mkpasu iwe,anger,0.328
disgust,na -asọ oyi,na -asọ oyi,fear,0.406
salary,ụgwọ ọnwa,ụgwọ ọnwa,trust,0.414
laureate,onye nrite,onye nrite,trust,0.523
disliked,enweghị mmasị,enweghị mmasị,sadness,0.576
distressed,obi erughị ala,obi erughị ala,fear,0.406
preparedness,njikere,njikere,anticipation,0.594
excitation,mkpali,mkpali,anger,0.172
fulfilled,mezuru,mezuru,trust,0.703
depart,pụọ,pụọ,anticipation,0.5
firstborn,ọkpara,ọkpara,anticipation,0.633
stifled,gbachiri nkịtị,gbachiri nkịtị,anger,0.469
valor,dike,dike,trust,0.688
happydance,obi ụtọ,obi ụtọ,joy,0.912
cheerful,obi ụtọ,obi ụtọ,surprise,0.391
twitching,ịma jijiji,ịma jijiji,anger,0.219
utopian,onye utopian,onye utopian,joy,0.719
palpitations,mgbali elu,ima jijiji,fear,0.484
police,uwe ojii,uwe ojii,fear,0.328
spiteful,obi ilu,obi ilu,anger,0.719
fortune,uba,ụba,joy,0.591
classics,ochie,klassik,joy,0.318
illness,ọrịa,ọrịa,sadness,0.688
attendance,ịga,ịga,anticipation,0.5
morbidity,ọrịa,ọrịa,anger,0.594
adorable,mara mma,mara mma,joy,0.609
tickle,otighiti,otighiti,joy,0.47
degrading,na -eweda ala,na -eweda ala,disgust,0.625
affront,mkparị,mkparị,fear,0.266
stupor,nzuzu,nzuzu,surprise,0.602
inferior,dị ala,dị ala,sadness,0.375
snuggled,gbajie,gbajie,joy,0.594
provoking,na -akpali akpali,na -akpali akpali,disgust,0.328
recession,nlaazu,nlaazu,anger,0.234
problem,nsogbu,nsogbu,fear,0.266
chaotic,ogbaaghara,ọgba aghara,anger,0.576
tornado,oké ifufe,oké ifufe,fear,0.734
confession,nkwupụta,nkwupụta,anticipation,0.406
scientist,ọkà mmụta sayensị,ọkà mmụta sayensị,trust,0.695
abundance,ụba,ụba,disgust,0.078
deformity,nrụrụ,nrụrụ,fear,0.547
derogation,nlelị,nlelị,fear,0.547
agreement,nkwekọrịta,nkwekọrịta,trust,0.727
collusion,nchịkọta,nchịkọta,fear,0.312
datenight,datenight,abali,joy,0.484
infectious,na -efe efe,na -efe efe,fear,0.703
opium,opium,ọgwụ,anger,0.18
unquestionably,obi abụọ adịghị ya,obi abụọ adịghị ya,trust,0.57
improves,mma,imelite,joy,0.364
pertinent,dị mkpa,dị mkpa,trust,0.562
apostle,onye ozi,onye ozi,trust,0.57
accounts,akaụntụ,akaụntụ,trust,0.391
highest,nke kachasi elu,nke kachasi elu,fear,0.236
warp,ogologo,ogologo,anger,0.34
smack,malite,tieaka,anger,0.615
anguish,nhụjuanya,nhụjuanya,fear,0.703
reverence,nsọpụrụ,nsọpụrụ,joy,0.424
pompous,dị mpako,dị mpako,disgust,0.422
aggressive,na -eme ihe ike,na -eme ihe ike,anger,0.667
aftermath,sochiri,sochiri,disgust,0.281
kick,igba,igba,anger,0.667
circle,gburugburu,gburugburu,trust,0.43
unsteady,ejighi ike,ejighi ike,fear,0.422
dwelling,obibi,obibi,joy,0.094
hoax,ụgha,ụgha,disgust,0.367
independent,nọọrọ onwe ya,nọọrọ onwe ya,joy,0.359
creativity,ihe okike,ihe okike,joy,0.484
scoff,akwa emo,akwa emo,anger,0.5
lovely,mara mma,mara mma,surprise,0.18
tortious,na -ata ahụhụ,na -ata ahụhụ,disgust,0.516
inferno,inferno,ọkụ mmụọ,fear,0.766
stresses,nrụgide,nrụgide,fear,0.422
hardship,ihe isi ike,ihe isi ike,sadness,0.685
recurrent,ugboro ugboro,ugboro ugboro,anticipation,0.375
robbery,ohi,ohi,sadness,0.6
infinity,enweghi ngwụcha,enweghi ngwụcha,joy,0.281
hurting,na -afụ ụfụ,na -afụ ụfụ,sadness,0.625
badness,ihe ọjọọ,ihe ọjọọ,fear,0.539
molestation,mmeko nwoke,mmeko nwoke,fear,0.859
conflict,esemokwu,esemokwu,fear,0.641
leprosy,ekpenta,ekpenta,fear,0.766
suffocation,mwepu,mwepu,fear,0.875
mighty,dị ike,dị ike,fear,0.203
horde,igwe,igwe,surprise,0.484
bountiful,bara ụba,bara ụba,anticipation,0.547
crying,na -ebe akwa,na -ebe akwa,sadness,0.781
bomb,bombu,bombu,fear,0.935
outbreak,ntiwapụ,ntiwapụ,fear,0.672
savior,onye nzoputa,onye nzọpụta,joy,0.543
gang,òtù ọjọọ,òtù ọjọọ,fear,0.672
reimbursement,nkwụghachi ụgwọ,nkwụghachi ụgwọ,trust,0.406
malign,okwu ojoo,okwu ọjọọ,disgust,0.492
suppression,mbibi,mbibi,anger,0.5
mage,mage,dịbịa afa,fear,0.297
affection,ihunanya,ihunanya,trust,0.484
villainous,onye ọjọọ,onye ọjọọ,disgust,0.641
stalemate,nkwụsị,nkwụsị,anger,0.297
discretion,ezi uche,ezi uche,trust,0.555
disrespectful,enweghị nkwanye ùgwù,enweghị nkwanye ùgwù,disgust,0.484
worried,nchegbu,nchegbu,fear,0.466
benevolence,obi oma,obi ọma,trust,0.672
diplomacy,diplomacy,nri,anticipation,0.391
seizure,ọdịdọ,ọdịdọ,fear,0.719
esteem,nkwanye ugwu,nkwanye ugwu,joy,0.439
delighted,Obi Ụtọ,Obi Ụtọ,joy,0.891
displeased,iwe,iwe,sadness,0.516
generous,mmesapụ aka,mmesapụ aka,joy,0.609
reprisal,mmegwara,mmegwara,anger,0.652
dignity,ugwu,ugwu,trust,0.672
beam,osisi,osisi,joy,0.456
hit,kụrụ,kụrụ,anger,0.667
hobo,hobo,enweghị ụlọ,sadness,0.323
independence,nnwere onwe,nnwere onwe,joy,0.607
mutiny,mpako,mpako,fear,0.734
perdition,mbibi,mbibi,fear,0.577
disinclined,enweghị mmasị,enweghị mmasị,disgust,0.25
offended,mejọrọ,mejọrọ,sadness,0.5
vote,votu,ịtụnye,anticipation,0.547
healing,ọgwụgwọ,ọgwụgwọ,trust,0.672
vindictive,imegwara,imegwara,anger,0.819
