word,machine,human,label,emotion_intensity_score
raspberries,raspberries,rasberi,joy,0.36
organ,gabobin jiki,gaɓoɓin jiki,joy,0.094
ministry,hidima,hidima,joy,0.266
exhilaration,farin ciki,farin ciki,surprise,0.672
hilarious,abin dariya,abin dariya,joy,0.672
anxiety,damuwa,damuwa,anger,0.344
curse,la'ana,la'ana,anger,0.688
art,fasaha,fasaha,joy,0.234
breakingnews,labarai,labarai,fear,0.25
bombers,masu tashin bama -bamai,masu tashin bama -bamai,fear,0.797
thaumaturgy,thaumaturgy,dabo,surprise,0.555
humiliate,wulakanci,wulaƙanci,anger,0.545
lunge,lunge,matsawa nan-da-nan,surprise,0.539
intense,m,mai tsanani,anger,0.453
eminence,mashahuri,mashahuri,trust,0.594
dementia,tabin hankali,taɓin hankali,sadness,0.688
misconception,rashin fahimta,rashin fahimta,disgust,0.25
welcoming,maraba,maraba,joy,0.5
draft,daftarin,daftarin,anticipation,0.461
bummer,bummer,haushi,anger,0.139
workout,motsa jiki,motsa jiki,joy,0.172
reconciliation,sulhu,sulhu,joy,0.316
insanity,hauka,hauka,fear,0.547
headlight,hasken fitila,hasken fitila,anticipation,0.406
wreak,fashewa,fashewa,anger,0.672
mysterious,m,na al'ajabi,fear,0.435
godisgreat,godisgreat,Allah mai girma,joy,0.721
strange,m,baƙo,surprise,0.477
shoulder,kafada,kafaɗa,trust,0.336
bastion,bastion,sansani,anger,0.413
loyal,m,mai biyayya,joy,0.485
rascal,m,ɗan iska,anger,0.234
transcendence,wuce gona da iri,wuce gona da iri,joy,0.484
fill,cika,cika,trust,0.32
shrapnel,gogewa,gogewa,fear,0.688
callous,m,nuna rashin kulawa,anger,0.545
food,abinci,abinci,trust,0.336
migraine,ciwon kai,ciwon kai,sadness,0.297
carnival,carnival,biki,joy,0.643
abortive,zubar da ciki,zubar da ciki,sadness,0.672
rant,rantsuwa,rantsuwa,anger,0.758
cruel,zalunci,zalunci,disgust,0.766
admiration,sha'awa,sha'awa,trust,0.703
intimately,kusa,kusa,fear,0.156
bomb,bam,bam,surprise,0.789
wonderful,ban mamaki,ban mamaki,trust,0.625
guilt,laifi,laifi,disgust,0.383
intelligence,hankali,hankali,trust,0.719
foray,yi kuskure,yi kuskure,anger,0.279
kidnap,sacewa,sacewa,fear,0.891
flaws,aibi,aibi,trust,0.227
continue,ci gaba,ci gaba,anticipation,0.414
shroud,mayafi,mayafi,sadness,0.641
sand,yashi,yashi,joy,0.109
disqualified,wanda bai cancanta ba,wanda bai cancanta ba,sadness,0.435
humbug,humbug,sadarwar yaudara,disgust,0.32
influential,m,mai faɗi a ji,trust,0.555
irreconcilable,rashin jituwa,rashin jituwa,sadness,0.594
resisting,tsayayya,tsayayya,fear,0.453
lamb,dan tunkiya,ɗan tunkiya,trust,0.477
inept,m,rashin fasaha,anger,0.409
frantic,m,ruwa a jallo,anticipation,0.703
glee,murna,murna,joy,0.875
amazedness,mamaki,mamaki,surprise,0.719
bogus,na bogi,na bogi,disgust,0.406
spiders,gizo -gizo,gizo -gizo,fear,0.625
fustrated,fustrated,takaici,anger,0.547
sunny,rana,rana,joy,0.562
ugly,mugu,mugu,disgust,0.648
sledding,sledding,sulun ƙanƙara,joy,0.422
entangled,a haɗe,a haɗe,disgust,0.242
austere,m,takura,sadness,0.359
disservice,rashin aiki,rashin aiki,disgust,0.32
unjustifiable,mara hujja,mara hujja,fear,0.344
danger,hadari,haɗari,fear,0.802
gentle,m,kirki,joy,0.485
reflux,reflux,tumbuɗi,disgust,0.43
thirst,ƙishirwa,ƙishirwa,sadness,0.219
luncheon,abincin rana,abincin rana,joy,0.172
fearfully,cikin tsoro,cikin tsoro,sadness,0.609
stealthy,mai sata,mai sata,anticipation,0.531
lament,makoki,makoki,disgust,0.383
travesty,mugu,mugu,disgust,0.531
money,kudi,kuɗi,trust,0.359
tragedy,bala'i,bala'i,sadness,0.906
assessor,mai tantancewa,mai tantancewa,trust,0.375
insist,nace,nace,anger,0.182
adoration,sujada,sujada,trust,0.523
cultivate,noma,noma,anticipation,0.508
gaby,gaby,wawa,disgust,0.281
abortion,zubar da ciki,zubar da ciki,fear,0.641
volunteer,mai sa kai,mai sa kai,anticipation,0.445
rejoice,yi murna,yi murna,trust,0.547
daft,daft,wauta,disgust,0.336
revoke,soke,soke,sadness,0.281
fermentation,fermentation,ruɓewa,anticipation,0.516
regrettable,nadama,nadama,sadness,0.509
dislike,ƙi,ƙi,anger,0.469
nurse,m,nas,trust,0.594
timidity,rashin kunya,rashin kunya,fear,0.297
recession,koma bayan tattalin arziki,koma bayan tattalin arziki,anger,0.234
disastrous,m,mai bala'i,sadness,0.734
aggravates,kara tsanantawa,ƙara tsanantawa,anger,0.719
experiment,gwaji,gwaji,surprise,0.414
grrrrr,grrrr,grrrr,anger,0.391
murky,m,marar ɗa'a,sadness,0.375
luck,sa'a,sa'a,surprise,0.508
fulsome,cikakke,cikakke,disgust,0.383
leery,leery,taka tsan-tsan,surprise,0.469
murder,kisan kai,kisan kai,sadness,0.828
war,yaki,yaki,fear,0.942
rating,daraja,daraja,sadness,0.109
content,abun ciki,abun ciki,trust,0.562
deceive,yaudara,yaudara,disgust,0.461
burdensome,nauyi,nauyi,sadness,0.634
cheered,murna,murna,joy,0.773
scrutinize,bincika,bincika,anticipation,0.32
marine,marine,na teku,trust,0.367
sunday,Lahadi,Lahadi,joy,0.266
endangered,cikin haɗari,cikin haɗari,fear,0.656
carnage,kashe -kashe,kashe -kashe,sadness,0.833
commonplace,gama gari,gama gari,anticipation,0.242
expect,jira,jira,trust,0.477
heaven,sama,sama,joy,0.721
dying,mutuwa,mutuwa,disgust,0.617
heft,heft,nauyi,anticipation,0.32
slayer,mai kisan kai,mai kisan kai,sadness,0.766
immerse,nutse,nutse,joy,0.258
fanfare,ban sha'awa,ban sha'awa,joy,0.594
judge,alkali,alƙali,trust,0.578
withstand,tsayayya,tsayayya,fear,0.197
spa,wurin dima jiki,wurin ɗima jiki,anticipation,0.43
asymmetry,asymmetry,rashin daidaito,disgust,0.133
treat,bi da,bi da,anticipation,0.516
excitation,zumudi,zumuɗi,anticipation,0.703
romans,Romawa,Romawa,trust,0.312
pumped,famfo,famfo,joy,0.567
benign,m,kirki,joy,0.074
mentor,mai jagoranci,mai jagoranci,trust,0.703
misuse,rashin amfani,rashin amfani,anger,0.297
concealed,boye,ɓoye,surprise,0.531
coop,cop,cop,anger,0.156
entrails,ciki,ciki,disgust,0.719
cradle,shimfiɗar jariri,shimfiɗar jariri,trust,0.531
fortune,arziki,arziki,joy,0.591
simmer,tafasa,tafasa,anger,0.469
encumbrance,rashin ƙarfi,rashin ƙarfi,anger,0.333
accepts,yarda,yarda,trust,0.648
stalemate,tsayayye,tsayayye,anger,0.297
molestation,cin zarafi,cin zarafi,fear,0.859
superb,na kwarai,na ƙwarai,joy,0.864
syringe,sirinji,sirinji,fear,0.484
grin,murmushi,murmushi,anticipation,0.422
devastating,m,mai matuƙar lalacewa,anger,0.561
fingerscrossed,yatsun hannu,yatsun hannu,fear,0.219
wrongdoing,zalunci,zalunci,disgust,0.406
confusion,rudani,rudani,sadness,0.273
relaxation,shakatawa,shaƙatawa,joy,0.672
abhor,abin ƙyama,abin ƙyama,fear,0.547
scold,tsawata,tsawata,fear,0.453
possession,mallaka,mallaka,anger,0.206
infamous,m,ƙaurin suna,fear,0.422
dominate,mamaye,mamaye,anger,0.5
regretful,nadama,nadama,sadness,0.75
sweetheart,masoyi,masoyi,anticipation,0.57
inspired,yi wahayi zuwa,yi wahayi zuwa,surprise,0.406
dire,dire,marar inganci,surprise,0.664
obliging,wajibi,wajibi,anticipation,0.398
recklessness,rashin kulawa,rashin kulawa,anger,0.391
adventure,kasada,kasada,anticipation,0.75
laud,yaba,yaba,trust,0.453
ensemble,tara,tara,trust,0.539
governess,mulki,mulki,trust,0.438
somuchtodo,somuchtodo,abubuwan yi da yawa,fear,0.212
jolt,jolt,girgiza,surprise,0.844
fluke,kumbura,kumbura,surprise,0.578
nosnow,sani,sani,sadness,0.169
feat,feat,kasada,anticipation,0.531
escaped,tsere,tsere,fear,0.375
deplorable,abin ƙyama,abin ƙyama,disgust,0.516
degeneracy,degeneracy,lalacewa,disgust,0.734
destroyed,halaka,halaka,fear,0.754
mutilation,yankewa,yankewa,sadness,0.828
bitterly,m,mai ɗaci,anger,0.609
contraband,haramtattun kayayyaki,haramtattun kayayyaki,disgust,0.484
darken,yi duhu,yi duhu,fear,0.471
reproach,zargi,zargi,sadness,0.391
revolver,revolver,ƙaramar bindiga,fear,0.672
dissolution,rushewa,rushewa,anger,0.391
victory,nasara,nasara,anticipation,0.656
snuggling,kumbura,kumbura,joy,0.625
cartridge,harsashi,harsashi,fear,0.281
lookout,yi hankali,yi hankali,anticipation,0.609
saintly,tsarkaka,tsarkaka,surprise,0.305
excitation,zumudi,zumuɗi,surprise,0.641
malpractice,rashin aikin yi,rashin aikin yi,anger,0.5
underpaid,kasa biya,kasa biya,sadness,0.438
suppression,danniya,danniya,fear,0.5
barrier,shamaki,shamaki,anger,0.287
inconsequential,maras muhimmanci,maras muhimmanci,sadness,0.152
champion,zakara,zakara,anticipation,0.562
soslow,m,a hankali sosai,anger,0.398
nobodycares,babu wanda ya damu,babu wanda ya damu,anger,0.5
rave,rave,liyafa da shaye-shaye,surprise,0.508
laughter,dariya,dariya,anticipation,0.422
crazy,mahaukaci,mahaukaci,fear,0.519
cooperative,hadin kai,haɗin kai,trust,0.781
pay,biya,biya,trust,0.43
blasphemous,sabo,saɓo,anger,0.712
fraternal,yan'uwan juna,yan'uwan juna,joy,0.297
martyrdom,shahada,shahada,sadness,0.594
backtrack,ja da baya,ja da baya,fear,0.151
alive,da rai,da rai,trust,0.5
blues,blues,jin ɓacin rai,fear,0.219
decomposition,bazuwar,bazuwa,sadness,0.703
amortization,amortization,rage daraja,trust,0.414
clown,wawa,wawa,anticipation,0.25
backwardness,koma baya,koma baya,disgust,0.234
approbate,amincewa,amincewa,trust,0.484
shock,girgiza,girgiza,fear,0.719
homeless,marasa gida,marasa gida,anger,0.288
lunacy,hauka,hauka,sadness,0.438
antidote,maganin guba,maganin guba,trust,0.539
framework,tsarin,tsarin,trust,0.516
cupping,cupping,ƙaho,fear,0.266
leave,bar,bar,surprise,0.234
gooood,kyau,kyau,joy,0.703
abandonment,watsi,watsi,fear,0.609
choices,zabi,zabi,trust,0.539
casket,akwati,akwatin gawa,sadness,0.656
sorcery,bokanci,bokanci,fear,0.516
sneaking,zamewa,zamewa,trust,0.211
thresh,busa,busa,sadness,0.312
wonder,mamaki,mamaki,joy,0.606
despotism,son zuciya,son zuciya,anger,0.453
boxing,dambe,dambe,anger,0.394
friend,aboki,aboki,joy,0.471
desecration,wulakanci,wulaƙanci,disgust,0.82
nurture,renon,reno,joy,0.469
slap,mari,mari,anger,0.791
hemorrhage,zubar jini,zubar jini,disgust,0.805
appalling,m,mai sa firgita,disgust,0.586
regulatory,m,tsari,fear,0.172
poisoned,guba,guba,sadness,0.667
vulnerability,rauni,rauni,fear,0.548
jackpot,jackpot,ci zungure,surprise,0.812
fury,fushi,fushi,anger,0.922
sanctify,tsarkake,tsarkake,trust,0.672
unleash,saki,saki,anger,0.515
mistletoe,mistletoe,tsiro,joy,0.547
boredom,rashin nishaɗi,rashin nishaɗi,sadness,0.235
warden,mai gadin gidan,mai gadin gida,trust,0.5
overflowing,ambaliya,ambaliya,joy,0.588
lawsuit,karar,ƙara,anger,0.386
encroachment,cin zarafi,cin zarafi,fear,0.656
moving,motsi,motsi,sadness,0.295
madden,mahaukaci,mahaukaci,fear,0.5
amusement,shagala,shagala,joy,0.719
toughness,tauri,tauri,trust,0.43
bless,sa albarka,sa albarka,anticipation,0.492
sneer,zagi,zagi,anger,0.574
surly,m,mai mugun hali,anger,0.412
dislocated,kauracewa,ƙauracewa,anger,0.328
subsidy,tallafi,tallafi,disgust,0.227
listneing,jeri,jeri,joy,0.212
psalm,zabura,zabura,trust,0.492
drones,jirage marasa matuka,jirage marasa matuƙa,fear,0.406
spasm,spasm,raunin tsoka,fear,0.453
talons,talon,farata,anger,0.297
demolish,rushe,rushe,sadness,0.636
hood,kaho,ƙaho,disgust,0.203
wimpy,wimpy,ragon maza,anger,0.14
unstable,m,rashin tsayawa,fear,0.531
odious,m,marar daɗi sosai,disgust,0.555
deluge,ambaliya,ambaliya,surprise,0.602
concerned,damuwa,damuwa,sadness,0.184
puppy,kwikwiyo,kwikwiyo,anticipation,0.5
secrecy,sirri,sihiri,trust,0.25
preservative,mai kiyayewa,mai kiyayewa,surprise,0.195
freely,da yardar kaina,da yardar kaina,joy,0.606
disqualify,cancanta,cancanta,sadness,0.375
chancellor,kansila,kansila,trust,0.445
concealment,boyewa,ɓoyewa,anger,0.424
amazement,mamaki,mamaki,surprise,0.781
laser,Laser,ƙarami,trust,0.352
terrible,m,mai tsanani,anger,0.688
graduation,kammala karatu,kammala karatu,surprise,0.18
ejaculation,fitar maniyyi,fitar maniyyi,surprise,0.547
frisky,frisky,wasa cike da kuzari,anticipation,0.414
rape,fyade,fyaɗe,sadness,0.875
brutal,m,maras imani,fear,0.828
fib,fib,ƙarya,anger,0.328
reject,ƙi,ƙi,anger,0.5
interrogation,tambaya,tambaya,fear,0.609
housewife,uwar gida,uwar gida,trust,0.508
weeping,kuka,kuka,sadness,0.896
weight,nauyi,nauyi,sadness,0.141
asap,asap,yanzu-yanzu,fear,0.191
integrity,mutunci,mutunci,trust,0.805
complement,dacewa,dacewa,joy,0.647
yearning,buri,buri,trust,0.398
endanger,yi haɗari,yi haɗari,anticipation,0.516
collapse,rushewa,rushewa,sadness,0.469
defy,sabawa,sabawa,fear,0.344
gruesome,m,marar daɗi na musamman,disgust,0.789
excel,yayi kyau,ya yi kyau,joy,0.5
contemptuous,raini,raini,anger,0.69
belittle,ƙasƙanci,ƙasƙanci,disgust,0.508
obvious,bayyane,bayyane,trust,0.539
witch,boka,boka,fear,0.565
malicious,mugu,mugu,fear,0.656
nest,gida,gida,trust,0.398
compliment,yabo,yabo,anticipation,0.453
condolence,ta'aziyya,ta'aziyya,sadness,0.766
honest,gaskiya,gaskiya,joy,0.303
remarkable,abin mamaki,abin mamaki,joy,0.516
coax,yaudara,yaudara,trust,0.203
inequality,rashin daidaituwa,rashin daidaituwa,fear,0.234
pound,laban,laba,anger,0.481
thebest,mafi kyau,mafi kyau,joy,0.766
breakup,rabuwa,rabuwa,sadness,0.609
undesirable,maras so,maras so,sadness,0.578
refreshed,wartsakewa,wartsakewa,joy,0.5
corrupting,m,mai lalatarwa,disgust,0.75
closeness,kusanci,kusanci,trust,0.719
voyage,tafiya,tafiya,anticipation,0.719
anthrax,anthrax,gubar iska,sadness,0.6
stunned,mamaki,mamaki,surprise,0.82
chicken,kaza,kaza,fear,0.234
erase,goge,goge,fear,0.303
obscenity,batsa,batsa,disgust,0.625
sir,sir,sa,trust,0.445
ardent,m,mai tsanani,joy,0.25
edification,gyarawa,gyarawa,anticipation,0.422
immerse,nutse,nutse,surprise,0.266
greeted,gaisuwa,gaisuwa,joy,0.516
masochism,masochism,gamsuwa ta wahala,disgust,0.664
cross,giciye,giciye,anger,0.561
bomb,bam,bam,sadness,0.621
overthinking,yin tunani,yin tunani,fear,0.309
repudiation,kin amincewa,ƙin amincewa,anger,0.51
viper,maciji,maciji,fear,0.672
leap,tsalle,tsalle,trust,0.414
mortuary,dakin ajiye gawa,ɗakin ajiye gawa,sadness,0.797
rejoice,yi murna,yi murna,joy,0.812
secluded,kebe,keɓe,sadness,0.453
beautification,ado,ado,joy,0.703
compulsion,tilastawa,tilastawa,anger,0.409
fain,fain,raɗaɗi,trust,0.398
devilish,shaidan,shaiɗan,fear,0.734
ruthless,marasa tausayi,marasa tausayi,fear,0.656
approved,yarda,yarda,joy,0.486
extrajudicial,wanda bai dace ba,wanda bai dace ba,fear,0.422
dream,mafarki,mafarki,joy,0.484
lovely,kyakkyawa,kyakkyawa,joy,0.719
dying,mutuwa,mutuwa,anger,0.455
friendliness,sada zumunci,sada zumunci,joy,0.75
slam,slam,rufe da ƙarfi,fear,0.484
radiant,annuri,annuri,joy,0.781
lettered,wasika,wasiƙa,anticipation,0.398
limited,iyakance,iyakance,anger,0.292
flog,bulala,bulala,fear,0.653
disparaging,wulakanci,wulaƙanci,anger,0.571
resigned,yayi murabus,ya yi murabus,sadness,0.344
mediate,matsakaici,matsakaici,anticipation,0.414
luscious,m,mai daɗi,anticipation,0.43
gang,ƙungiya,ƙungiya,fear,0.672
wasting,wasting,ɓatawa,disgust,0.422
desperation,fidda zuciya,fidda zuciya,sadness,0.75
authoritative,mai iko,mai iko,trust,0.578
guerilla,'yan daba,'yan daba,fear,0.688
dollhouse,gidan tsana,gidan 'yartsana,joy,0.182
orchestra,makada,makaɗa,joy,0.221
beaming,haske,haske,anticipation,0.523
enslaved,bautar,bautar,disgust,0.836
inquiry,bincike,bincike,anticipation,0.539
yay,yayi,nuna ƙarfafawa,joy,0.712
beam,katako,katako,joy,0.456
anaconda,anaconda,mesa,fear,0.75
slayer,mai kisan kai,mai kisan kai,disgust,0.555
recipient,mai karɓa,mai karɓa,anticipation,0.477
revere,girmama,girmama,joy,0.594
discoloration,canza launi,canza launi,disgust,0.336
flirt,kwarkwasa,kwarkwasa,anticipation,0.586
imprisonment,kurkuku,kurkuku,fear,0.75
shipwreck,tarkacen jirgin ruwa,tarkacen jirgin ruwa,fear,0.766
negative,korau,korau,sadness,0.5
accuser,mai zargi,mai zargi,anger,0.47
virtuous,nagarta,nagarta,joy,0.613
glimmer,haske,haske,surprise,0.266
confession,ikirari,iƙirari,fear,0.266
hiding,buya,buya,fear,0.524
rubble,tarkace,tarkace,fear,0.406
horrifying,m,mai haifar da tsoro,disgust,0.641
allure,lallashi,lallashi,surprise,0.406
spear,mashi,mashi,anticipation,0.367
treason,cin amanar kasa,cin amanar kasa,anger,0.516
encore,ƙulla,ƙulla,trust,0.438
arsenic,arsenic,kumburin hannu,sadness,0.484
pitfall,rami,rami,anger,0.375
excavation,hakowa,haƙowa,surprise,0.367
angrytweet,fushi,fushi,anger,0.812
meditation,tunani,tunani,joy,0.446
saber,sabar,sabar,fear,0.531
fighting,fada,faɗa,anger,0.868
antagonist,abokin gaba,abokin gaba,anger,0.545
ominous,m,mai ishara,anticipation,0.633
perishing,halaka,halaka,sadness,0.804
accept,yarda,yarda,trust,0.664
mad,mahaukaci,mahaukaci,anger,0.688
indictment,tuhuma,tuhuma,fear,0.484
godsend,godiya,godiya,joy,0.688
stretcher,shimfiɗa,shimfiɗa,sadness,0.391
victorious,mai nasara,mai nasara,joy,0.812
soready,yanzu,yanzu,fear,0.125
durability,karko,ƙarƙo,trust,0.641
areyoukidding,areyoukidding,wasa kake,anger,0.468
pertinent,dacewa,dacewa,trust,0.562
preposterous,mugu,mugu,anger,0.547
infidelity,kafirci,kafirci,disgust,0.539
fancy,zato,zato,joy,0.516
heartfelt,mai zuciya,mai zuciya,joy,0.719
pay,biya,biya,joy,0.242
brother,dan uwa,ɗan'uwa,trust,0.648
loyalty,aminci,aminci,trust,0.805
caution,taka tsantsan,taka tsantsan,anticipation,0.516
badness,mugunta,mugunta,anger,0.536
cripple,gurgunta,gurgunta,fear,0.703
confine,tsare,tsare,fear,0.562
fleece,ulun,ulu,sadness,0.109
lesser,karami,ƙarami,disgust,0.188
prohibited,haramta,haramta,disgust,0.281
coerce,tilastawa,tilastawa,fear,0.484
jealousy,kishi,kishi,anger,0.587
superstar,tauraro,tauraro,trust,0.367
miraculous,mu'ujiza,mu'ujiza,joy,0.773
snuggles,sumul,sumul,joy,0.522
prison,kurkuku,kurkuku,anger,0.529
hardship,wahala,wahala,sadness,0.685
veer,gaba,gaba,fear,0.219
thrash,bugawa,bugawa,disgust,0.539
punt,punt,caca,anticipation,0.461
art,fasaha,fasaha,anticipation,0.391
thoughtless,m,rashin tunani,anger,0.307
negro,negro,baƙar fata,sadness,0.281
assassinate,kashe,kashe,fear,0.906
feud,rigima,rigima,anger,0.641
stalemate,tsayayye,tsayayye,disgust,0.188
unfair,rashin adalci,rashin adalci,sadness,0.5
unique,na musamman,na musamman,surprise,0.438
powerful,mai karfi,mai ƙarfi,anger,0.424
throb,buga,buga,fear,0.388
poisonous,mai guba,mai guba,anger,0.672
disapproved,ba a yarda ba,ba a yarda ba,sadness,0.438
flange,flange,rim,trust,0.242
shooter,mai harbi,mai harbi,fear,0.722
shining,haske,haske,joy,0.515
mishap,mishap,haɗarin rashin sa'a,fear,0.328
inaffable,m,marar furtuwa,surprise,0.312
perjury,ƙarya,ƙarya,fear,0.484
incline,karkata,karkata,trust,0.414
surprising,abin mamaki,abin mamaki,surprise,0.867
illegitimate,shege,shege,sadness,0.416
unsurpassed,mara kyau,mara kyau,joy,0.424
inviting,gayyata,gayyata,surprise,0.289
hire,haya,haya,trust,0.484
smuggler,mai fasa -kwauri,mai fasa -kwauri,disgust,0.531
snubbed,guguwa,tsawatawa,anger,0.422
bombard,bam,bam,fear,0.74
bury,binne,binne,sadness,0.781
nab,nab,kama,surprise,0.492
embrace,rungumi,rungumi,joy,0.676
decoy,yaudara,yaudara,surprise,0.492
bigot,girman kai,girman kai,disgust,0.859
liar,makaryaci,maƙaryaci,disgust,0.539
assignee,wakili,wakili,trust,0.422
glut,gurasa,gurasa,disgust,0.508
teach,koyar,koyar,surprise,0.125
worship,ibada,ibada,anticipation,0.422
vernal,harshe,harshe,joy,0.203
forgive,gafarta,gafarta,trust,0.547
salute,gaisuwa,gaisuwa,joy,0.266
civilized,wayewa,wayewa,trust,0.625
depository,ajiya,ajiya,trust,0.398
exquisite,dadi,kyau,joy,0.688
christmassy,kirista,mai dacewa da Kirsimati,joy,0.779
weekend,karshen mako,ƙarshen mako,joy,0.441
navigable,kewaya,kewaya,anticipation,0.406
exhaustive,m,gabaɗaya,trust,0.438
confiscate,kwace,ƙwace,anger,0.394
abduction,sacewa,sacewa,surprise,0.773
recruits,ma'aikata,ma'aikata,trust,0.469
taboo,haramun,haramun,disgust,0.5
feat,feat,kasada,joy,0.297
dogma,akida,aƙida,trust,0.367
smash,fasa,fasa,anger,0.758
frustrating,abin takaici,abin takaici,anger,0.515
regal,mai mulki,mai mulki,trust,0.469
festival,biki,biki,joy,0.625
honor,girmamawa,girmamawa,trust,0.844
elimination,kawarwa,kawarwa,anger,0.456
bargaining,ciniki,ciniki,anger,0.167
subvert,subvert,rushe ikon hukuma,disgust,0.398
insecure,rashin tsaro,rashin tsaro,anger,0.188
birthday,ranar haihuwa,ranar haihuwa,joy,0.691
possessed,mallaki,mallaki,disgust,0.484
prepared,shirya,shirya,anticipation,0.438
tool,kayan aiki,kayan aiki,anger,0.219
merriment,m,murna,surprise,0.453
comatose,comatose,dogon suma,fear,0.575
eagerness,himma,himma,trust,0.469
candid,m,gaskiya,joy,0.281
competency,iyawa,iyawa,trust,0.648
romantic,soyayya,soyayya,trust,0.5
rumor,jita -jita,jita -jita,sadness,0.188
saint,waliyyi,waliyyi,joy,0.328
unintentional,ba da gangan ba,ba da gangan ba,surprise,0.438
stressing,damuwa,damuwa,fear,0.406
sweat,gumi,gumi,fear,0.219
pleasant,m,mai daɗi,joy,0.656
endocarditis,endocarditis,kumburin zuciya,fear,0.531
endemic,na kowa,na kowa,fear,0.484
moan,nishi,nishi,fear,0.394
bee,kudan zuma,ƙudan zuma,fear,0.234
stephanie,stephanie,stephanie,trust,0.258
climax,ƙarshe,ƙarshe,joy,0.636
powerful,mai karfi,mai ƙarfi,joy,0.516
misery,zullumi,zullumi,anger,0.547
intimacy,zumunci,zumunci,fear,0.203
wireless,mara waya,mara waya,surprise,0.148
trusts,amintattu,amintattu,trust,0.758
massacre,kisan gilla,kisan gilla,disgust,0.883
respectful,m,mai mutuntawa,trust,0.734
wrongly,kuskure,kuskure,anger,0.448
punching,naushi,naushi,anger,0.803
beauty,kyau,kyau,joy,0.621
deference,girmamawa,girmamawa,trust,0.414
wilderness,daji,daji,fear,0.422
punishment,azaba,azaba,fear,0.656
